case_id,created_date,business_unit,product_type,process_name,workflow_stage,case_status,priority,channel,customer_segment,region,document_type,policy_reference,risk_band,transaction_amount_inr,customer_tenure_months,documents_submitted_count,fraud_alert_score,sla_hours,actual_tat_hours,sla_breach_flag,rework_count,exception_flag,csat_score,root_cause,resolution_code,knowledge_article_tag,case_summary,resolution_notes,closure_date
LO-2025-000884,2028-02-16,Complaints & Exceptions,Personal Loan,Sanction Review,Exception Handling,Open,Medium,Mobile App,Retail Mass,Central,KYC Pack,POL-FRAUD-418,Low,"2,80,636.31",22,4,2.7,24,13.3,No,1,No,4.7,Collateral Valuation Gap,Awaiting Customer Action,Disbursement Hold,Case originated via Mobile App for Personal Loan. missing bank statement caused delay at Exception Handling; refer POL-FRAUD-418.,Exception memo logged. Customer segment Retail Mass; resolution path is update sanction terms.,
LO-2025-000885,2028-02-17,Servicing & Amendments,Personal Loan,EMI Restructuring,Fulfillment,In Review,High,Relationship Manager,SME,North,Dispute Form,POL-SERV-605,Moderate,"5,04,926.37",45,1,44.2,28,36.9,Yes,0,No,3.2,Income Variance,Rejected - Risk,Sanction Conditions,Case originated via Relationship Manager for Personal Loan. AML alert caused delay at Fulfillment; refer POL-SERV-605.,Ops reviewer tagged case as High due to AML alert. Suggested action: trigger manual credit review.,
LO-2025-000886,2028-02-18,KYC & Document Validation,Home Loan,KYC Verification,Intake,Pending Documents,Medium,Branch,Corporate,East,Exception Memo,POL-SLA-512,High,"20,87,654.33",59,2,84.5,12,33.3,Yes,4,Yes,2.5,Manual Override Needed,Rejected - Policy,Income Assessment,Case originated via Branch for Home Loan. income variance caused delay at Intake; refer POL-SLA-512.,Branch follow-up completed. income variance remains open; refer to POL-SLA-512 before trigger manual credit review.,
LO-2025-000887,2028-02-19,Application Intake,Personal Loan,Fraud Review,Intake,Pending Documents,Medium,Web Portal,SME,South,KYC Pack,POL-KYC-101,Low,"2,64,618.27",44,5,20.1,8,17.4,Yes,1,No,2.9,Missing Document,Awaiting Customer Action,Rate Revision,Case originated via Web Portal for Personal Loan. collateral valuation gap caused delay at Intake; refer POL-KYC-101.,Analyst checked KYC Pack and updated workflow to Pending Documents. Next step: collect pending documents.,
LO-2025-000888,2028-02-20,KYC & Document Validation,SME Working Capital,Income Validation,Validation,Closed,High,Mobile App,Retail Mass,East,Bank Statement,POL-FRAUD-418,High,"34,70,017.81",1,6,0,16,16.3,Yes,2,Yes,3.5,Manual Override Needed,Rejected - Risk,Collateral Review,Case originated via Mobile App for SME Working Capital. address mismatch caused delay at Validation; refer POL-FRAUD-418.,Exception memo logged. Customer segment Retail Mass; resolution path is complete disbursement check.,01/02/25
LO-2025-000889,2028-02-21,Application Intake,Credit Card,Fraud Review,Closure,Pending Documents,High,Mobile App,Retail Mass,South,Sanction Letter,POL-COMP-709,High,"81,188.87",28,4,68.9,6,5.7,No,1,Yes,3.8,AML Trigger,Rejected - Risk,Closure & NOC,Mobile App request raised for Credit Card. Team observed income variance in Closure; case routed to Application Intake.,Exception memo logged. Customer segment Retail Mass; resolution path is trigger manual credit review.,
LO-2025-000890,2028-02-22,KYC & Document Validation,Personal Loan,KYC Verification,Intake,Open,Low,Mobile App,Retail Mass,South,Bank Statement,POL-KYC-101,Moderate,"1,44,349.03",16,7,27.6,18,18.4,Yes,2,Yes,2.2,Signature Mismatch,Resolved - Standard,Complaint Handling,Customer reported document upload issue for Personal Loan; fraud suspicion flagged during KYC Verification. Bank Statement review required under POL-KYC-101.,Exception memo logged. Customer segment Retail Mass; resolution path is re-run KYC screening.,
LO-2025-000891,2028-02-23,Complaints & Exceptions,Personal Loan,Closure Request,Decisioning,Rejected,Medium,Mobile App,Retail Mass,Central,Bank Statement,POL-KYC-101,Moderate,"2,66,440.66",28,4,25,20,22.6,Yes,0,No,3.3,Signature Mismatch,Resolved - Manual Review,Complaint Handling,Mobile App request raised for Personal Loan. Team observed fraud suspicion in Decisioning; case routed to Complaints & Exceptions.,Exception memo logged. Customer segment Retail Mass; resolution path is complete disbursement check.,02/12/25
LO-2025-000892,2028-02-24,Credit Decision Support,Personal Loan,KYC Verification,Decisioning,Approved,Medium,Mobile App,Retail Mass,East,Closure Request,POL-SERV-605,Low,"2,41,347.34",19,3,23.2,12,11.8,No,1,Yes,4.5,AML Trigger,Awaiting Customer Action,Collateral Review,Case originated via Mobile App for Personal Loan. name mismatch caused delay at Decisioning; refer POL-SERV-605.,Exception memo logged. Customer segment Retail Mass; resolution path is seek risk approval.,27/12/25
LO-2025-000893,2028-02-25,Application Intake,Personal Loan,Disbursement,Decisioning,In Review,Medium,Mobile App,Corporate,East,Closure Request,POL-CREDIT-214,Low,"3,80,776.47",92,1,19.7,16,17.7,Yes,1,Yes,3.9,Manual Override Needed,Rejected - Policy,Disbursement Hold,Customer asked for rate revision for Personal Loan; duplicate request flagged during Disbursement. Closure Request review required under POL-CREDIT-214.,Branch follow-up completed. duplicate request remains open; refer to POL-CREDIT-214 before contact customer for clarification.,
LO-2025-000894,2028-02-26,Credit Decision Support,Credit Card,Complaint Resolution,Closure,In Review,High,Mobile App,Retail Mass,North,KYC Pack,POL-SLA-512,High,"59,000.30",50,4,65.5,46,55.3,Yes,3,Yes,3.1,Manual Override Needed,Rejected - Risk,Fraud Escalation,Retail Mass borrower submitted KYC Pack; AML alert noted while performing Complaint Resolution. Manual review requested.,Branch follow-up completed. AML alert remains open; refer to POL-SLA-512 before trigger manual credit review.,
LO-2025-000895,2028-02-27,Servicing & Amendments,Credit Card,Sanction Review,Intake,Approved,Medium,Web Portal,Corporate,East,Sanction Letter,POL-FRAUD-418,Low,"1,49,247.41",31,1,0,24,15.2,No,1,No,4.2,Rate Revision Request,Closed - Duplicate,SLA Monitoring,Corporate borrower submitted Sanction Letter; fraud suspicion noted while performing Sanction Review. Manual review requested.,Analyst checked Sanction Letter and updated workflow to Approved. Next step: seek risk approval.,15/07/25
LO-2025-000896,2028-02-28,KYC & Document Validation,Credit Card,Income Validation,Intake,Closed,Low,Web Portal,Corporate,North,Dispute Form,POL-FRAUD-418,Low,"1,11,235.34",58,3,3.4,24,25.4,Yes,0,No,4.2,Collateral Valuation Gap,Resolved - Manual Review,Complaint Handling,Corporate borrower submitted Dispute Form; address mismatch noted while performing Income Validation. Manual review requested.,Branch follow-up completed. address mismatch remains open; refer to POL-FRAUD-418 before re-run KYC screening.,11/01/25
LO-2025-000897,2028-02-29,Application Intake,Credit Card,Fraud Review,Approval,Pending Documents,High,Branch,Affluent,Central,Sanction Letter,POL-SLA-512,Low,"1,70,229.90",57,6,23.1,6,4.4,No,2,Yes,3.1,Manual Override Needed,Awaiting Customer Action,Fraud Escalation,Branch request raised for Credit Card. Team observed AML alert in Approval; case routed to Application Intake.,Ops reviewer tagged case as High due to AML alert. Suggested action: contact customer for clarification.,
LO-2025-000898,2028-03-01,Application Intake,Loan Against Property,Collateral Check,Intake,In Review,Medium,Relationship Manager,Retail Mass,Central,Closure Request,POL-SERV-605,Severe,"33,60,688.32",21,1,85.8,36,42.7,Yes,3,Yes,3.5,Address Mismatch,Closed - Withdrawn,KYC Exception,Relationship Manager request raised for Loan Against Property. Team observed signature mismatch in Intake; case routed to Application Intake.,Branch follow-up completed. signature mismatch remains open; refer to POL-SERV-605 before complete disbursement check.,
LO-2025-000899,2028-03-02,Credit Decision Support,Personal Loan,Closure Request,Exception Handling,Closed,High,Mobile App,Retail Mass,North,KYC Pack,POL-KYC-101,High,"2,63,636.13",40,6,82.7,18,26.2,Yes,1,No,3.8,Signature Mismatch,Escalated to Ops Manager,Sanction Conditions,Mobile App request raised for Personal Loan. Team observed duplicate request in Exception Handling; case routed to Credit Decision Support.,Branch follow-up completed. duplicate request remains open; refer to POL-KYC-101 before close as duplicate.,20/12/25
LO-2025-000900,2028-03-03,Disbursement Control,Home Loan,Application Review,Decisioning,In Review,Medium,Web Portal,Corporate,West,Closure Request,POL-CREDIT-214,High,"51,88,204.42",40,7,45.8,24,31,Yes,1,No,4.2,Collateral Valuation Gap,Rejected - Policy,KYC Exception,Corporate borrower submitted Closure Request; duplicate request noted while performing Application Review. Manual review requested.,Exception memo logged. Customer segment Corporate; resolution path is contact customer for clarification.,
LO-2025-000901,2028-03-04,Credit Decision Support,Auto Loan,Income Validation,Validation,Closed,Low,Branch,Retail Mass,East,Exception Memo,POL-COMP-709,Moderate,"11,57,843.53",18,1,52.1,24,23.5,No,0,No,4.5,Missing Document,Rejected - Risk,Disbursement Hold,Retail Mass borrower submitted Exception Memo; system queue delay noted while performing Income Validation. Manual review requested.,Branch follow-up completed. system queue delay remains open; refer to POL-COMP-709 before re-run KYC screening.,04/09/25
LO-2025-000902,2028-03-05,KYC & Document Validation,SME Working Capital,KYC Verification,Exception Handling,Closed,Medium,Web Portal,Affluent,North,Bank Statement,POL-DOC-330,High,"60,69,811.46",44,4,6.6,12,5.7,No,0,No,4.2,System Queue Delay,Rejected - Policy,Rate Revision,Customer requested sanction clarification for SME Working Capital; collateral valuation gap flagged during KYC Verification. Bank Statement review required under POL-DOC-330.,Ops reviewer tagged case as Medium due to collateral valuation gap. Suggested action: complete disbursement check.,27/03/25
LO-2025-000903,2028-03-06,Complaints & Exceptions,SME Working Capital,KYC Verification,Exception Handling,Escalated,Medium,Relationship Manager,Retail Mass,West,Exception Memo,POL-CREDIT-214,High,"38,62,525.07",31,4,40.4,12,32.4,Yes,3,Yes,2.7,Customer Dispute,Rejected - Policy,Disbursement Hold,Retail Mass borrower submitted Exception Memo; fraud suspicion noted while performing KYC Verification. Manual review requested.,Branch follow-up completed. fraud suspicion remains open; refer to POL-CREDIT-214 before seek risk approval.,
LO-2025-000904,2028-03-07,KYC & Document Validation,Personal Loan,Disbursement,Intake,Closed,Low,Branch,Affluent,West,Closure Request,POL-SLA-512,Moderate,"4,56,537.10",31,1,25,22,29.7,Yes,0,No,3.2,Name Mismatch,Closed - Withdrawn,Fraud Escalation,Affluent borrower submitted Closure Request; income variance noted while performing Disbursement. Manual review requested.,Analyst checked Closure Request and updated workflow to Closed. Next step: close as duplicate.,23/06/25
LO-2025-000905,2028-03-08,KYC & Document Validation,Personal Loan,Collateral Check,Post-Disbursement,Rejected,Medium,Branch,Retail Mass,Central,Collateral Deed,POL-KYC-101,Moderate,"4,87,465.57",17,7,46.1,36,29.2,No,2,Yes,4.7,AML Trigger,Awaiting Customer Action,Income Assessment,Retail Mass borrower submitted Collateral Deed; signature mismatch noted while performing Collateral Check. Manual review requested.,Ops reviewer tagged case as Medium due to signature mismatch. Suggested action: collect pending documents.,28/12/25
LO-2025-000906,2028-03-09,Credit Decision Support,Home Loan,Application Review,Validation,Pending Documents,Medium,Branch,SME,South,Sanction Letter,POL-COMP-709,High,"57,22,512.02",45,1,33.7,24,25.8,Yes,1,No,3,Signature Mismatch,Rejected - Policy,Complaint Handling,Branch request raised for Home Loan. Team observed address mismatch in Validation; case routed to Credit Decision Support.,Analyst checked Sanction Letter and updated workflow to Pending Documents. Next step: re-run KYC screening.,
LO-2025-000907,2028-03-10,Credit Decision Support,Personal Loan,Application Review,Validation,Approved,Low,Relationship Manager,Retail Mass,North,Exception Memo,POL-SERV-605,Low,"3,65,452.46",34,4,19.9,30,29.9,No,2,Yes,4.4,Collateral Valuation Gap,Closed - Duplicate,Closure & NOC,Customer requested disbursement for Personal Loan; signature mismatch flagged during Application Review. Exception Memo review required under POL-SERV-605.,Analyst checked Exception Memo and updated workflow to Approved. Next step: re-run KYC screening.,18/06/25
LO-2025-000908,2028-03-11,Application Intake,SME Working Capital,Sanction Review,Exception Handling,Approved,High,Web Portal,Retail Mass,South,Dispute Form,POL-SLA-512,High,"1,41,64,402.43",54,2,46.3,22,22.6,Yes,2,Yes,3,Name Mismatch,Resolved - Standard,Disbursement Hold,Case originated via Web Portal for SME Working Capital. collateral valuation gap caused delay at Exception Handling; refer POL-SLA-512.,Branch follow-up completed. collateral valuation gap remains open; refer to POL-SLA-512 before collect pending documents.,23/07/25
LO-2025-000909,2028-03-12,Application Intake,SME Working Capital,Fraud Review,Approval,In Review,Medium,Branch,Corporate,East,Bank Statement,POL-KYC-101,High,"56,60,647.34",42,6,80.9,8,10.5,Yes,1,No,3,Rate Revision Request,Escalated to Ops Manager,Income Assessment,Corporate borrower submitted Bank Statement; fraud suspicion noted while performing Fraud Review. Manual review requested.,Branch follow-up completed. fraud suspicion remains open; refer to POL-KYC-101 before complete disbursement check.,
LO-2025-000910,2028-03-13,Credit Decision Support,Credit Card,Fraud Review,Validation,Escalated,Critical,Relationship Manager,SME,Central,Closure Request,POL-FRAUD-418,Severe,"1,07,183.19",27,1,100,4,5.5,Yes,3,Yes,2.4,Income Variance,Rejected - Policy,Complaint Handling,Relationship Manager request raised for Credit Card. Team observed signature mismatch in Validation; case routed to Credit Decision Support.,Analyst checked Closure Request and updated workflow to Escalated. Next step: collect pending documents.,
LO-2025-000911,2028-03-14,Credit Decision Support,Home Loan,Complaint Resolution,Decisioning,Approved,High,Relationship Manager,Affluent,North,Bank Statement,POL-DOC-330,High,"66,25,179.30",41,6,74.4,46,44,No,3,Yes,3.6,Fraud Suspected,Escalated to Ops Manager,Complaint Handling,Affluent borrower submitted Bank Statement; collateral valuation gap noted while performing Complaint Resolution. Manual review requested.,Branch follow-up completed. collateral valuation gap remains open; refer to POL-DOC-330 before trigger manual credit review.,13/02/25
LO-2025-000912,2028-03-15,KYC & Document Validation,Credit Card,Closure Request,Post-Disbursement,Pending Documents,Critical,Email,Retail Mass,South,Sanction Letter,POL-SERV-605,High,"97,234.87",39,1,83.9,16,21,Yes,4,Yes,3.7,Missing Document,Resolved - Manual Review,Sanction Conditions,Customer reported document upload issue for Credit Card; fraud suspicion flagged during Closure Request. Sanction Letter review required under POL-SERV-605.,Ops reviewer tagged case as Critical due to fraud suspicion. Suggested action: contact customer for clarification.,
LO-2025-000913,2028-03-16,Complaints & Exceptions,Auto Loan,Complaint Resolution,Intake,Closed,High,Mobile App,Corporate,Central,Bank Statement,POL-COMP-709,Moderate,"7,22,507.80",63,5,0,46,46.7,Yes,1,No,3.1,Name Mismatch,Awaiting Customer Action,Fraud Escalation,Case originated via Mobile App for Auto Loan. system queue delay caused delay at Intake; refer POL-COMP-709.,Ops reviewer tagged case as High due to system queue delay. Suggested action: update sanction terms.,11/07/25
LO-2025-000914,2028-03-17,Servicing & Amendments,Home Loan,Disbursement,Post-Disbursement,Approved,Low,Relationship Manager,Corporate,North,Closure Request,POL-CREDIT-214,High,"28,39,330.79",64,4,0,22,22.8,Yes,2,Yes,3.8,Income Variance,Closed - Withdrawn,Closure & NOC,Customer requested disbursement for Home Loan; name mismatch flagged during Disbursement. Closure Request review required under POL-CREDIT-214.,Ops reviewer tagged case as Low due to name mismatch. Suggested action: seek risk approval.,05/03/25
LO-2025-000915,2028-03-18,Disbursement Control,Auto Loan,Disbursement,Decisioning,In Review,Medium,Mobile App,Affluent,East,Income Proof,POL-COMP-709,High,"7,31,897.98",34,3,64.6,16,25.1,Yes,4,Yes,2.8,Fraud Suspected,Closed - Duplicate,Income Assessment,Affluent borrower submitted Income Proof; name mismatch noted while performing Disbursement. Manual review requested.,Exception memo logged. Customer segment Affluent; resolution path is update sanction terms.,
LO-2025-000916,2028-03-19,KYC & Document Validation,Home Loan,Fraud Review,Approval,In Review,Medium,Email,Retail Mass,East,Dispute Form,POL-SLA-512,High,"73,62,154.36",30,1,57.1,8,14.8,Yes,0,No,4.2,Address Mismatch,Resolved - Manual Review,Sanction Conditions,Retail Mass borrower submitted Dispute Form; signature mismatch noted while performing Fraud Review. Manual review requested.,Branch follow-up completed. signature mismatch remains open; refer to POL-SLA-512 before complete disbursement check.,
LO-2025-000917,2028-03-20,Complaints & Exceptions,Auto Loan,Closure Request,Fulfillment,Open,Medium,Web Portal,Retail Mass,Central,Exception Memo,POL-SLA-512,Moderate,"7,79,953.81",31,1,12.5,20,9.1,No,1,No,4.6,Income Variance,Rejected - Risk,Rate Revision,Web Portal request raised for Auto Loan. Team observed signature mismatch in Fulfillment; case routed to Complaints & Exceptions.,Analyst checked Exception Memo and updated workflow to Open. Next step: seek risk approval.,
LO-2025-000918,2028-03-21,Application Intake,Personal Loan,Application Review,Exception Handling,Approved,Medium,Relationship Manager,Retail Mass,North,Closure Request,POL-CREDIT-214,Low,"4,94,480.70",30,2,2.7,24,8.4,No,0,No,5,Collateral Valuation Gap,Closed - Withdrawn,Collateral Review,Case originated via Relationship Manager for Personal Loan. fraud suspicion caused delay at Exception Handling; refer POL-CREDIT-214.,Analyst checked Closure Request and updated workflow to Approved. Next step: trigger manual credit review.,13/07/25
LO-2025-000919,2028-03-22,KYC & Document Validation,Loan Against Property,Collateral Check,Decisioning,Closed,High,Web Portal,SME,North,Closure Request,POL-KYC-101,High,"59,74,259.90",46,1,0.5,34,20.5,No,1,No,3.9,Missing Document,Closed - Duplicate,Sanction Conditions,Customer raised repayment grievance for Loan Against Property; fraud suspicion flagged during Collateral Check. Closure Request review required under POL-KYC-101.,Ops reviewer tagged case as High due to fraud suspicion. Suggested action: contact customer for clarification.,12/03/25
LO-2025-000920,2028-03-23,Application Intake,Home Loan,Fraud Review,Exception Handling,In Review,Medium,Web Portal,Retail Mass,Central,Sanction Letter,POL-SLA-512,Severe,"78,54,010.43",11,3,88,8,13.6,Yes,0,No,4.5,System Queue Delay,Rejected - Policy,Sanction Conditions,Case originated via Web Portal for Home Loan. name mismatch caused delay at Exception Handling; refer POL-SLA-512.,Branch follow-up completed. name mismatch remains open; refer to POL-SLA-512 before collect pending documents.,
LO-2025-000921,2028-03-24,Credit Decision Support,Home Loan,Sanction Review,Exception Handling,Approved,High,Email,SME,East,Income Proof,POL-COMP-709,Severe,"25,01,841.62",36,6,98.3,22,28,Yes,1,No,4.5,Rate Revision Request,Resolved - Manual Review,Sanction Conditions,SME borrower submitted Income Proof; signature mismatch noted while performing Sanction Review. Manual review requested.,Analyst checked Income Proof and updated workflow to Approved. Next step: complete disbursement check.,12/03/25
LO-2025-000922,2028-03-25,Servicing & Amendments,Credit Card,Sanction Review,Post-Disbursement,Escalated,Low,Web Portal,Retail Mass,Central,Income Proof,POL-SLA-512,Severe,"1,22,103.87",31,3,100,30,51.9,Yes,3,Yes,2.4,AML Trigger,Closed - Duplicate,Sanction Conditions,Web Portal request raised for Credit Card. Team observed fraud suspicion in Post-Disbursement; case routed to Servicing & Amendments.,Ops reviewer tagged case as Low due to fraud suspicion. Suggested action: update sanction terms.,
LO-2025-000923,2028-03-26,Credit Decision Support,Auto Loan,Application Review,Post-Disbursement,Open,High,Mobile App,Affluent,North,Closure Request,POL-CREDIT-214,Moderate,"12,74,282.39",59,4,36.9,22,12.3,No,0,Yes,3.5,Fraud Suspected,Resolved - Standard,Closure & NOC,Mobile App request raised for Auto Loan. Team observed name mismatch in Post-Disbursement; case routed to Credit Decision Support.,Branch follow-up completed. name mismatch remains open; refer to POL-CREDIT-214 before seek risk approval.,
LO-2025-000924,2028-03-27,Application Intake,Loan Against Property,Income Validation,Exception Handling,Pending Documents,Low,Branch,Affluent,West,Exception Memo,POL-CREDIT-214,High,"36,87,531.65",47,1,0,24,27.1,Yes,3,Yes,2.4,Missing Document,Escalated to Ops Manager,Disbursement Hold,Affluent borrower submitted Exception Memo; AML alert noted while performing Income Validation. Manual review requested.,Ops reviewer tagged case as Low due to AML alert. Suggested action: seek risk approval.,
LO-2025-000925,2028-03-28,Servicing & Amendments,Auto Loan,Fraud Review,Fulfillment,Open,Medium,Mobile App,Retail Mass,South,Bank Statement,POL-COMP-709,Moderate,"9,65,530.02",4,7,25.1,8,1,No,1,No,4,Collateral Valuation Gap,Closed - Duplicate,Complaint Handling,Mobile App request raised for Auto Loan. Team observed system queue delay in Fulfillment; case routed to Servicing & Amendments.,Exception memo logged. Customer segment Retail Mass; resolution path is close as duplicate.,
LO-2025-000926,2028-03-29,Application Intake,Home Loan,KYC Verification,Closure,Closed,High,Branch,Retail Mass,South,Bank Statement,POL-FRAUD-418,High,"72,42,654.27",33,5,18.1,10,5.9,No,3,Yes,4,Name Mismatch,Closed - Duplicate,Income Assessment,Case originated via Branch for Home Loan. fraud suspicion caused delay at Closure; refer POL-FRAUD-418.,Exception memo logged. Customer segment Retail Mass; resolution path is trigger manual credit review.,19/01/25
LO-2025-000927,2028-03-30,Credit Decision Support,Home Loan,Income Validation,Approval,In Review,High,Branch,Corporate,North,KYC Pack,POL-SLA-512,High,"26,85,786.96",60,4,77.8,16,28.3,Yes,2,Yes,3.1,System Queue Delay,Awaiting Customer Action,Sanction Conditions,Branch request raised for Home Loan. Team observed duplicate request in Approval; case routed to Credit Decision Support.,Analyst checked KYC Pack and updated workflow to In Review. Next step: collect pending documents.,
LO-2025-000928,2028-03-31,Disbursement Control,Personal Loan,Application Review,Intake,Approved,Low,Email,Affluent,North,KYC Pack,POL-COMP-709,Severe,"2,75,236.30",62,6,93.1,30,36.9,Yes,2,Yes,4.2,AML Trigger,Resolved - Manual Review,Sanction Conditions,Case originated via Email for Personal Loan. address mismatch caused delay at Intake; refer POL-COMP-709.,Ops reviewer tagged case as Low due to address mismatch. Suggested action: trigger manual credit review.,17/02/25
LO-2025-000929,2028-04-01,Servicing & Amendments,Home Loan,Complaint Resolution,Intake,Approved,High,Mobile App,Affluent,South,Income Proof,POL-KYC-101,Severe,"47,80,646.58",37,7,91.8,46,63.2,Yes,5,Yes,3.5,Collateral Valuation Gap,Resolved - Standard,Rate Revision,Mobile App request raised for Home Loan. Team observed AML alert in Intake; case routed to Servicing & Amendments.,Analyst checked Income Proof and updated workflow to Approved. Next step: contact customer for clarification.,02/03/25
LO-2025-000930,2028-04-02,KYC & Document Validation,Personal Loan,EMI Restructuring,Intake,Closed,High,Relationship Manager,Retail Mass,South,Bank Statement,POL-DOC-330,Moderate,"2,07,268.26",11,12,27.1,28,35.1,Yes,4,Yes,2.5,Income Variance,Rejected - Policy,Income Assessment,Relationship Manager request raised for Personal Loan. Team observed duplicate request in Intake; case routed to KYC & Document Validation.,Branch follow-up completed. duplicate request remains open; refer to POL-DOC-330 before trigger manual credit review.,17/03/25
LO-2025-000931,2028-04-03,Complaints & Exceptions,Loan Against Property,Application Review,Approval,In Review,High,Relationship Manager,Retail Mass,South,Dispute Form,POL-SLA-512,Severe,"32,78,143.99",30,4,92.1,22,21.7,No,1,No,4.3,Missing Document,Closed - Withdrawn,Sanction Conditions,Retail Mass borrower submitted Dispute Form; missing bank statement noted while performing Application Review. Manual review requested.,Ops reviewer tagged case as High due to missing bank statement. Suggested action: seek risk approval.,
LO-2025-000932,2028-04-04,Disbursement Control,Personal Loan,Complaint Resolution,Post-Disbursement,Escalated,Low,Email,Retail Mass,East,Closure Request,POL-SLA-512,Severe,"4,27,931.09",21,2,98.3,54,81.2,Yes,1,Yes,3.7,Fraud Suspected,Resolved - Manual Review,Rate Revision,Customer reported document upload issue for Personal Loan; income variance flagged during Complaint Resolution. Closure Request review required under POL-SLA-512.,Analyst checked Closure Request and updated workflow to Escalated. Next step: re-run KYC screening.,
LO-2025-000933,2028-04-05,Credit Decision Support,Home Loan,EMI Restructuring,Closure,Escalated,High,Relationship Manager,SME,East,Exception Memo,POL-SLA-512,Moderate,"23,03,664.20",32,5,35.8,28,43.8,Yes,2,Yes,3.6,Customer Dispute,Closed - Withdrawn,Complaint Handling,Customer requested disbursement for Home Loan; duplicate request flagged during EMI Restructuring. Exception Memo review required under POL-SLA-512.,Branch follow-up completed. duplicate request remains open; refer to POL-SLA-512 before close as duplicate.,
LO-2025-000934,2028-04-06,Credit Decision Support,Auto Loan,Collateral Check,Decisioning,Rejected,Critical,Email,Retail Mass,North,Exception Memo,POL-DOC-330,Moderate,"8,16,150.34",17,2,7.1,32,28.7,No,1,Yes,2.7,Manual Override Needed,Rejected - Policy,SLA Monitoring,Case originated via Email for Auto Loan. missing bank statement caused delay at Decisioning; refer POL-DOC-330.,Ops reviewer tagged case as Critical due to missing bank statement. Suggested action: complete disbursement check.,13/08/25
LO-2025-000935,2028-04-07,Servicing & Amendments,Credit Card,Collateral Check,Validation,In Review,Medium,Web Portal,Corporate,Central,Bank Statement,POL-KYC-101,High,"1,54,204.85",70,11,75.7,36,49,Yes,1,No,3.7,Address Mismatch,Resolved - Manual Review,SLA Monitoring,Web Portal request raised for Credit Card. Team observed fraud suspicion in Validation; case routed to Servicing & Amendments.,Analyst checked Bank Statement and updated workflow to In Review. Next step: seek risk approval.,
LO-2025-000936,2028-04-08,Application Intake,Loan Against Property,Closure Request,Fulfillment,Escalated,High,Web Portal,Retail Mass,South,Sanction Letter,POL-KYC-101,Severe,"44,33,991.85",28,3,93.1,18,34,Yes,2,Yes,3.8,Missing Document,Resolved - Standard,KYC Exception,Case originated via Web Portal for Loan Against Property. name mismatch caused delay at Fulfillment; refer POL-KYC-101.,Analyst checked Sanction Letter and updated workflow to Escalated. Next step: collect pending documents.,
LO-2025-000937,2028-04-09,Credit Decision Support,Personal Loan,Complaint Resolution,Closure,Pending Documents,Low,Relationship Manager,Retail Mass,North,Dispute Form,POL-SLA-512,Moderate,"3,16,855.98",41,8,36.4,54,76,Yes,1,No,4.2,Rate Revision Request,Closed - Duplicate,Collateral Review,Case originated via Relationship Manager for Personal Loan. collateral valuation gap caused delay at Closure; refer POL-SLA-512.,Exception memo logged. Customer segment Retail Mass; resolution path is collect pending documents.,
LO-2025-000938,2028-04-10,Servicing & Amendments,Home Loan,Disbursement,Validation,Closed,Critical,Email,SME,Central,Dispute Form,POL-FRAUD-418,High,"48,70,063.44",34,2,12.2,12,9.4,No,2,Yes,3.2,Collateral Valuation Gap,Resolved - Manual Review,Closure & NOC,Email request raised for Home Loan. Team observed collateral valuation gap in Validation; case routed to Servicing & Amendments.,Exception memo logged. Customer segment SME; resolution path is trigger manual credit review.,26/01/25
LO-2025-000939,2028-04-11,KYC & Document Validation,Credit Card,Closure Request,Intake,Open,High,Web Portal,Affluent,Central,Closure Request,POL-SERV-605,Moderate,"1,47,842.88",37,1,29.8,18,9,No,0,No,4.2,Collateral Valuation Gap,Resolved - Manual Review,Rate Revision,Customer submitted closure request for Credit Card; fraud suspicion flagged during Closure Request. Closure Request review required under POL-SERV-605.,Branch follow-up completed. fraud suspicion remains open; refer to POL-SERV-605 before collect pending documents.,
LO-2025-000940,2028-04-12,KYC & Document Validation,Auto Loan,Collateral Check,Validation,In Review,Medium,Web Portal,Affluent,Central,Collateral Deed,POL-DOC-330,Severe,"8,73,151.69",53,7,97.5,36,50.5,Yes,2,Yes,2.7,Manual Override Needed,Resolved - Standard,Disbursement Hold,Customer requested disbursement for Auto Loan; duplicate request flagged during Collateral Check. Collateral Deed review required under POL-DOC-330.,Ops reviewer tagged case as Medium due to duplicate request. Suggested action: close as duplicate.,
LO-2025-000941,2028-04-13,Servicing & Amendments,Credit Card,Fraud Review,Exception Handling,Rejected,Low,Branch,Retail Mass,West,Collateral Deed,POL-KYC-101,Low,"1,03,851.11",47,11,9.1,14,17.2,Yes,0,No,3.4,Income Variance,Closed - Withdrawn,Closure & NOC,Retail Mass borrower submitted Collateral Deed; missing bank statement noted while performing Fraud Review. Manual review requested.,Branch follow-up completed. missing bank statement remains open; refer to POL-KYC-101 before seek risk approval.,30/09/25
LO-2025-000942,2028-04-14,Complaints & Exceptions,Home Loan,Collateral Check,Decisioning,Pending Documents,Critical,Web Portal,Retail Mass,North,Collateral Deed,POL-KYC-101,High,"36,20,098.72",29,8,34,32,59.8,Yes,1,No,3.2,Income Variance,Rejected - Policy,SLA Monitoring,Customer requested sanction clarification for Home Loan; income variance flagged during Collateral Check. Collateral Deed review required under POL-KYC-101.,Exception memo logged. Customer segment Retail Mass; resolution path is trigger manual credit review.,
