case_id,created_date,business_unit,product_type,process_name,workflow_stage,case_status,priority,channel,customer_segment,region,document_type,policy_reference,risk_band,transaction_amount_inr,customer_tenure_months,documents_submitted_count,fraud_alert_score,sla_hours,actual_tat_hours,sla_breach_flag,rework_count,exception_flag,csat_score,root_cause,resolution_code,knowledge_article_tag,case_summary,resolution_notes,closure_date
LO-2025-001065,2025-06-09,Disbursement Control,SME Working Capital,Disbursement,Decisioning,Closed,Medium,Mobile App,Affluent,Central,Sanction Letter,POL-SLA-512,High,4435901.55,48,3,34.7,16,13.9,No,2,Yes,4.5,Collateral Valuation Gap,Escalated to Ops Manager,Disbursement Hold,Customer requested disbursement for SME Working Capital; AML alert flagged during Disbursement. Sanction Letter review required under POL-SLA-512.,Branch follow-up completed. AML alert remains open; refer to POL-SLA-512 before trigger manual credit review.,2025-06-10
LO-2025-001066,2025-10-01,Complaints & Exceptions,Credit Card,KYC Verification,Post-Disbursement,Closed,Critical,Relationship Manager,SME,South,Dispute Form,POL-SLA-512,Severe,177274.84,51,3,96.5,8,21.3,Yes,1,Yes,3.1,AML Trigger,Closed - Withdrawn,Income Assessment,Customer reported document upload issue for Credit Card; signature mismatch flagged during KYC Verification. Dispute Form review required under POL-SLA-512.,Exception memo logged. Customer segment SME; resolution path is contact customer for clarification.,2025-10-02
LO-2025-001067,2025-01-13,Complaints & Exceptions,Personal Loan,Income Validation,Validation,Closed,High,Mobile App,Retail Mass,Central,Collateral Deed,POL-DOC-330,Moderate,409587.09,22,6,47.5,16,15.7,No,2,Yes,4.1,Customer Dispute,Closed - Duplicate,Fraud Escalation,Case originated via Mobile App for Personal Loan. address mismatch caused delay at Validation; refer POL-DOC-330.,Analyst checked Collateral Deed and updated workflow to Closed. Next step: trigger manual credit review.,2025-01-14
LO-2025-001068,2025-12-06,Application Intake,Home Loan,Disbursement,Decisioning,Escalated,Medium,Branch,Retail Mass,Central,Exception Memo,POL-DOC-330,High,2730423.83,36,3,34,16,22.3,Yes,3,Yes,3.1,AML Trigger,Resolved - Standard,Collateral Review,Customer reported document upload issue for Home Loan; address mismatch flagged during Disbursement. Exception Memo review required under POL-DOC-330.,Exception memo logged. Customer segment Retail Mass; resolution path is update sanction terms.,
LO-2025-001069,2025-02-05,Servicing & Amendments,Home Loan,Disbursement,Approval,Closed,High,Mobile App,Corporate,South,Sanction Letter,POL-CREDIT-214,High,4261260.66,46,3,63.7,14,15.4,Yes,4,Yes,2.8,Collateral Valuation Gap,Closed - Duplicate,Income Assessment,Corporate borrower submitted Sanction Letter; duplicate request noted while performing Disbursement. Manual review requested.,Ops reviewer tagged case as High due to duplicate request. Suggested action: complete disbursement check.,2025-02-06
LO-2025-001070,2025-11-29,Credit Decision Support,Home Loan,Collateral Check,Validation,Closed,High,Relationship Manager,Retail Mass,North,Closure Request,POL-SERV-605,High,5425779.30,4,1,73.4,34,31,No,3,Yes,3.3,Signature Mismatch,Resolved - Manual Review,SLA Monitoring,Retail Mass borrower submitted Closure Request; signature mismatch noted while performing Collateral Check. Manual review requested.,Analyst checked Closure Request and updated workflow to Closed. Next step: complete disbursement check.,2025-11-30
LO-2025-001071,2025-12-24,KYC & Document Validation,Personal Loan,Income Validation,Exception Handling,Open,High,Web Portal,Affluent,East,Income Proof,POL-CREDIT-214,Severe,455675.27,62,1,87.1,16,10,No,3,Yes,3.8,Collateral Valuation Gap,Escalated to Ops Manager,Disbursement Hold,Web Portal request raised for Personal Loan. Team observed system queue delay in Exception Handling; case routed to KYC & Document Validation.,Exception memo logged. Customer segment Affluent; resolution path is contact customer for clarification.,
LO-2025-001072,2025-01-16,Complaints & Exceptions,Home Loan,Complaint Resolution,Post-Disbursement,Closed,Medium,Web Portal,Affluent,South,Sanction Letter,POL-COMP-709,High,2970287.96,67,3,83.3,48,56.3,Yes,7,Yes,3.9,Missing Document,Closed - Duplicate,Collateral Review,Web Portal request raised for Home Loan. Team observed duplicate request in Post-Disbursement; case routed to Complaints & Exceptions.,Ops reviewer tagged case as Medium due to duplicate request. Suggested action: complete disbursement check.,2025-01-19
LO-2025-001073,2025-03-10,Application Intake,Personal Loan,EMI Restructuring,Closure,In Review,Critical,Branch,Corporate,West,Sanction Letter,POL-DOC-330,Moderate,318584.94,57,2,43,26,26.4,Yes,0,No,3.5,Income Variance,Rejected - Risk,KYC Exception,Corporate borrower submitted Sanction Letter; missing bank statement noted while performing EMI Restructuring. Manual review requested.,Analyst checked Sanction Letter and updated workflow to In Review. Next step: trigger manual credit review.,
LO-2025-001074,2025-03-03,Complaints & Exceptions,Credit Card,Fraud Review,Validation,In Review,Medium,Relationship Manager,Retail Mass,West,Income Proof,POL-DOC-330,Severe,147813.35,29,5,100,8,3.8,No,1,No,4.4,Income Variance,Rejected - Risk,Disbursement Hold,Customer reported document upload issue for Credit Card; AML alert flagged during Fraud Review. Income Proof review required under POL-DOC-330.,Ops reviewer tagged case as Medium due to AML alert. Suggested action: update sanction terms.,
LO-2025-001075,2025-03-07,KYC & Document Validation,Credit Card,Closure Request,Validation,In Review,Medium,Email,Retail Mass,West,KYC Pack,POL-KYC-101,High,165391.98,27,3,77.5,20,16.3,No,1,Yes,3.8,Fraud Suspected,Awaiting Customer Action,Closure & NOC,Customer reported document upload issue for Credit Card; collateral valuation gap flagged during Closure Request. KYC Pack review required under POL-KYC-101.,Branch follow-up completed. collateral valuation gap remains open; refer to POL-KYC-101 before complete disbursement check.,
LO-2025-001076,2025-04-02,Servicing & Amendments,Auto Loan,Income Validation,Approval,In Review,High,Web Portal,Retail Mass,Central,KYC Pack,POL-KYC-101,Moderate,982140.02,1,4,20.8,16,23.2,Yes,1,No,3.9,Address Mismatch,Escalated to Ops Manager,Complaint Handling,Customer requested sanction clarification for Auto Loan; signature mismatch flagged during Income Validation. KYC Pack review required under POL-KYC-101.,Ops reviewer tagged case as High due to signature mismatch. Suggested action: close as duplicate.,
LO-2025-001077,2025-07-04,KYC & Document Validation,Loan Against Property,Fraud Review,Decisioning,Pending Documents,Medium,Mobile App,Affluent,East,Exception Memo,POL-COMP-709,High,3577924.73,33,2,50.4,8,9.3,Yes,1,No,4,Address Mismatch,Rejected - Risk,Sanction Conditions,Customer raised repayment grievance for Loan Against Property; income variance flagged during Fraud Review. Exception Memo review required under POL-COMP-709.,Exception memo logged. Customer segment Affluent; resolution path is close as duplicate.,
LO-2025-001078,2025-10-26,Application Intake,Home Loan,Sanction Review,Fulfillment,Approved,Medium,Web Portal,SME,South,Income Proof,POL-CREDIT-214,High,6185856.56,39,2,17.6,24,16.3,No,1,No,4.4,Rate Revision Request,Resolved - Manual Review,KYC Exception,Case originated via Web Portal for Home Loan. AML alert caused delay at Fulfillment; refer POL-CREDIT-214.,Exception memo logged. Customer segment SME; resolution path is complete disbursement check.,2025-10-27
LO-2025-001079,2025-02-17,Application Intake,Personal Loan,Fraud Review,Post-Disbursement,Approved,Low,Relationship Manager,Affluent,South,Income Proof,POL-DOC-330,Moderate,181017.46,48,4,37.6,14,14.4,Yes,2,Yes,3.6,Address Mismatch,Resolved - Manual Review,SLA Monitoring,Case originated via Relationship Manager for Personal Loan. income variance caused delay at Post-Disbursement; refer POL-DOC-330.,Exception memo logged. Customer segment Affluent; resolution path is seek risk approval.,2025-02-18
LO-2025-001080,2025-07-28,Application Intake,Loan Against Property,Fraud Review,Intake,In Review,Low,Relationship Manager,Affluent,East,Dispute Form,POL-DOC-330,Moderate,1319953.47,38,1,0,14,12.2,No,1,No,3.7,Income Variance,Resolved - Manual Review,Rate Revision,Relationship Manager request raised for Loan Against Property. Team observed system queue delay in Intake; case routed to Application Intake.,Ops reviewer tagged case as Low due to system queue delay. Suggested action: update sanction terms.,
LO-2025-001081,2025-03-12,KYC & Document Validation,Auto Loan,Collateral Check,Intake,Open,Low,Branch,Corporate,West,Closure Request,POL-SERV-605,High,951142.81,19,5,72.7,42,30.8,No,0,No,5,Rate Revision Request,Resolved - Standard,Rate Revision,Customer requested disbursement for Auto Loan; name mismatch flagged during Collateral Check. Closure Request review required under POL-SERV-605.,Branch follow-up completed. name mismatch remains open; refer to POL-SERV-605 before seek risk approval.,
LO-2025-001082,2025-03-11,Credit Decision Support,Personal Loan,KYC Verification,Validation,In Review,High,Mobile App,Retail Mass,West,Dispute Form,POL-CREDIT-214,Moderate,234215.85,59,4,54,10,17.8,Yes,1,No,3.2,Address Mismatch,Rejected - Policy,Complaint Handling,Customer requested disbursement for Personal Loan; missing bank statement flagged during KYC Verification. Dispute Form review required under POL-CREDIT-214.,Branch follow-up completed. missing bank statement remains open; refer to POL-CREDIT-214 before update sanction terms.,
LO-2025-001083,2025-04-18,Application Intake,Home Loan,Disbursement,Decisioning,Rejected,Low,Relationship Manager,Affluent,North,Income Proof,POL-KYC-101,High,3113958.13,39,1,61.9,22,13.4,No,0,No,3.2,Address Mismatch,Rejected - Policy,Disbursement Hold,Relationship Manager request raised for Home Loan. Team observed fraud suspicion in Decisioning; case routed to Application Intake.,Ops reviewer tagged case as Low due to fraud suspicion. Suggested action: re-run KYC screening.,2025-04-19
LO-2025-001084,2025-09-14,Complaints & Exceptions,Personal Loan,KYC Verification,Post-Disbursement,Pending Documents,High,Branch,SME,West,Collateral Deed,POL-DOC-330,Low,433545.47,18,11,23.9,10,18,Yes,2,Yes,1.9,Income Variance,Resolved - Standard,Sanction Conditions,SME borrower submitted Collateral Deed; AML alert noted while performing KYC Verification. Manual review requested.,Exception memo logged. Customer segment SME; resolution path is complete disbursement check.,
LO-2025-001085,2025-12-05,Disbursement Control,Home Loan,EMI Restructuring,Decisioning,In Review,High,Relationship Manager,Affluent,East,Sanction Letter,POL-FRAUD-418,High,5640478.83,36,1,68.5,28,18.2,No,2,Yes,4.4,AML Trigger,Awaiting Customer Action,Fraud Escalation,Relationship Manager request raised for Home Loan. Team observed collateral valuation gap in Decisioning; case routed to Disbursement Control.,Exception memo logged. Customer segment Affluent; resolution path is update sanction terms.,
LO-2025-001086,2025-05-07,Servicing & Amendments,Personal Loan,Disbursement,Fulfillment,Closed,Critical,Web Portal,SME,Central,Income Proof,POL-DOC-330,High,453395.21,34,4,77.5,12,26.7,Yes,1,Yes,4,AML Trigger,Escalated to Ops Manager,Closure & NOC,Case originated via Web Portal for Personal Loan. missing bank statement caused delay at Fulfillment; refer POL-DOC-330.,Branch follow-up completed. missing bank statement remains open; refer to POL-DOC-330 before trigger manual credit review.,2025-05-08
LO-2025-001087,2025-04-17,Complaints & Exceptions,Personal Loan,Collateral Check,Validation,Closed,High,Branch,SME,East,Dispute Form,POL-FRAUD-418,High,607096.56,37,2,76.1,34,39.8,Yes,0,No,4,Rate Revision Request,Rejected - Policy,Rate Revision,Branch request raised for Personal Loan. Team observed collateral valuation gap in Validation; case routed to Complaints & Exceptions.,Branch follow-up completed. collateral valuation gap remains open; refer to POL-FRAUD-418 before update sanction terms.,2025-04-19
LO-2025-001088,2025-05-19,Complaints & Exceptions,Auto Loan,EMI Restructuring,Approval,Approved,Medium,Web Portal,Retail Mass,West,Dispute Form,POL-CREDIT-214,High,1039141.48,43,2,83.8,30,32.3,Yes,1,No,4.3,Rate Revision Request,Resolved - Standard,Complaint Handling,Retail Mass borrower submitted Dispute Form; collateral valuation gap noted while performing EMI Restructuring. Manual review requested.,Exception memo logged. Customer segment Retail Mass; resolution path is update sanction terms.,2025-05-20
LO-2025-001089,2025-02-21,Application Intake,Personal Loan,Fraud Review,Intake,Approved,Medium,Branch,Affluent,Central,Income Proof,POL-FRAUD-418,Moderate,777891.21,28,4,9.7,8,1,No,2,Yes,3.8,Name Mismatch,Resolved - Standard,Rate Revision,Case originated via Branch for Personal Loan. collateral valuation gap caused delay at Intake; refer POL-FRAUD-418.,Analyst checked Income Proof and updated workflow to Approved. Next step: update sanction terms.,2025-02-21
LO-2025-001090,2025-10-12,KYC & Document Validation,Personal Loan,Income Validation,Decisioning,Approved,Low,Relationship Manager,Retail Mass,North,Collateral Deed,POL-SLA-512,Low,391958.00,36,2,19.8,24,21.6,No,1,Yes,4.5,Manual Override Needed,Rejected - Policy,Closure & NOC,Retail Mass borrower submitted Collateral Deed; system queue delay noted while performing Income Validation. Manual review requested.,Ops reviewer tagged case as Low due to system queue delay. Suggested action: trigger manual credit review.,2025-10-13
LO-2025-001091,2025-12-26,Complaints & Exceptions,Loan Against Property,EMI Restructuring,Post-Disbursement,Approved,Medium,Relationship Manager,Retail Mass,East,Collateral Deed,POL-COMP-709,Severe,3712263.64,31,10,95,30,28.8,No,5,Yes,3.9,Income Variance,Rejected - Policy,SLA Monitoring,Relationship Manager request raised for Loan Against Property. Team observed missing bank statement in Post-Disbursement; case routed to Complaints & Exceptions.,Analyst checked Collateral Deed and updated workflow to Approved. Next step: contact customer for clarification.,2025-12-27
LO-2025-001092,2025-10-18,Disbursement Control,Credit Card,Complaint Resolution,Fulfillment,In Review,Medium,Relationship Manager,Retail Mass,North,Income Proof,POL-CREDIT-214,Moderate,59594.23,9,5,44,48,64.4,Yes,2,Yes,3.1,Signature Mismatch,Rejected - Risk,Closure & NOC,Case originated via Relationship Manager for Credit Card. duplicate request caused delay at Fulfillment; refer POL-CREDIT-214.,Analyst checked Income Proof and updated workflow to In Review. Next step: complete disbursement check.,
LO-2025-001093,2025-10-27,KYC & Document Validation,Home Loan,KYC Verification,Intake,Closed,Low,Web Portal,SME,North,Income Proof,POL-FRAUD-418,High,6630908.29,54,3,71.6,18,27.2,Yes,3,Yes,2.1,Rate Revision Request,Escalated to Ops Manager,Sanction Conditions,Web Portal request raised for Home Loan. Team observed address mismatch in Intake; case routed to KYC & Document Validation.,Ops reviewer tagged case as Low due to address mismatch. Suggested action: close as duplicate.,2025-10-28
LO-2025-001094,2025-02-01,Complaints & Exceptions,Home Loan,EMI Restructuring,Post-Disbursement,Rejected,Medium,Relationship Manager,Affluent,North,Collateral Deed,POL-KYC-101,High,3337878.75,85,10,34.5,30,41.7,Yes,2,Yes,3.4,Manual Override Needed,Resolved - Manual Review,Complaint Handling,Relationship Manager request raised for Home Loan. Team observed AML alert in Post-Disbursement; case routed to Complaints & Exceptions.,Analyst checked Collateral Deed and updated workflow to Rejected. Next step: close as duplicate.,2025-02-03
LO-2025-001095,2025-08-02,Application Intake,Home Loan,Sanction Review,Approval,Escalated,High,Branch,Retail Mass,East,Bank Statement,POL-KYC-101,Severe,3135759.69,40,7,87.2,22,44.7,Yes,5,Yes,2,Income Variance,Rejected - Risk,Complaint Handling,Customer requested sanction clarification for Home Loan; fraud suspicion flagged during Sanction Review. Bank Statement review required under POL-KYC-101.,Analyst checked Bank Statement and updated workflow to Escalated. Next step: collect pending documents.,
LO-2025-001096,2025-02-01,Application Intake,Auto Loan,Collateral Check,Validation,Closed,Critical,Web Portal,Retail Mass,South,KYC Pack,POL-CREDIT-214,Severe,709589.64,21,6,99.2,32,36.8,Yes,1,No,4.1,System Queue Delay,Closed - Duplicate,Sanction Conditions,Case originated via Web Portal for Auto Loan. income variance caused delay at Validation; refer POL-CREDIT-214.,Analyst checked KYC Pack and updated workflow to Closed. Next step: update sanction terms.,2025-02-03
LO-2025-001097,2025-06-05,KYC & Document Validation,Home Loan,Closure Request,Intake,Escalated,Low,Web Portal,Retail Mass,South,Income Proof,POL-SLA-512,High,3519102.16,50,1,47.1,26,37,Yes,1,Yes,3.3,Signature Mismatch,Resolved - Manual Review,Disbursement Hold,Web Portal request raised for Home Loan. Team observed name mismatch in Intake; case routed to KYC & Document Validation.,Analyst checked Income Proof and updated workflow to Escalated. Next step: close as duplicate.,
LO-2025-001098,2025-07-14,Servicing & Amendments,Home Loan,Closure Request,Exception Handling,In Review,Low,Web Portal,Affluent,Central,Sanction Letter,POL-FRAUD-418,Severe,3242579.14,44,8,96.9,26,33.1,Yes,2,Yes,3.5,AML Trigger,Resolved - Manual Review,Complaint Handling,Web Portal request raised for Home Loan. Team observed signature mismatch in Exception Handling; case routed to Servicing & Amendments.,Analyst checked Sanction Letter and updated workflow to In Review. Next step: update sanction terms.,
LO-2025-001099,2025-05-26,Disbursement Control,Home Loan,Sanction Review,Approval,Open,Critical,Branch,Affluent,East,Bank Statement,POL-CREDIT-214,High,5911465.91,30,5,60,20,8.6,No,2,Yes,3.3,Signature Mismatch,Awaiting Customer Action,Collateral Review,Branch request raised for Home Loan. Team observed income variance in Approval; case routed to Disbursement Control.,Branch follow-up completed. income variance remains open; refer to POL-CREDIT-214 before update sanction terms.,
LO-2025-001100,2025-01-02,Disbursement Control,Home Loan,EMI Restructuring,Closure,Pending Documents,Low,Mobile App,SME,East,Bank Statement,POL-DOC-330,High,6555608.22,19,6,8.8,36,35.5,No,2,Yes,4.1,Income Variance,Escalated to Ops Manager,Fraud Escalation,SME borrower submitted Bank Statement; AML alert noted while performing EMI Restructuring. Manual review requested.,Analyst checked Bank Statement and updated workflow to Pending Documents. Next step: contact customer for clarification.,
LO-2025-001101,2025-08-20,Complaints & Exceptions,Personal Loan,Disbursement,Decisioning,Approved,Medium,Email,Affluent,North,KYC Pack,POL-DOC-330,Severe,343321.48,45,8,97.2,16,18.5,Yes,1,No,3.2,Name Mismatch,Rejected - Policy,SLA Monitoring,Affluent borrower submitted KYC Pack; signature mismatch noted while performing Disbursement. Manual review requested.,Branch follow-up completed. signature mismatch remains open; refer to POL-DOC-330 before seek risk approval.,2025-08-21
LO-2025-001102,2025-02-12,Servicing & Amendments,Personal Loan,Closure Request,Validation,In Review,High,Web Portal,Retail Mass,East,Dispute Form,POL-COMP-709,Moderate,744340.97,34,1,23.9,18,20.8,Yes,1,No,2.6,Missing Document,Closed - Duplicate,Fraud Escalation,Customer submitted closure request for Personal Loan; name mismatch flagged during Closure Request. Dispute Form review required under POL-COMP-709.,Analyst checked Dispute Form and updated workflow to In Review. Next step: complete disbursement check.,
LO-2025-001103,2025-09-06,KYC & Document Validation,Credit Card,Fraud Review,Decisioning,Closed,High,Branch,Affluent,West,Dispute Form,POL-SLA-512,Moderate,179576.62,24,4,27.2,6,1,No,0,Yes,3.5,Manual Override Needed,Rejected - Risk,KYC Exception,Customer asked for rate revision for Credit Card; AML alert flagged during Fraud Review. Dispute Form review required under POL-SLA-512.,Exception memo logged. Customer segment Affluent; resolution path is seek risk approval.,2025-09-06
LO-2025-001104,2025-06-17,Application Intake,Personal Loan,Disbursement,Exception Handling,Rejected,Low,Branch,Retail Mass,South,Bank Statement,POL-DOC-330,Severe,476865.55,42,4,96.3,22,33.2,Yes,0,No,3.9,Missing Document,Resolved - Manual Review,Complaint Handling,Retail Mass borrower submitted Bank Statement; AML alert noted while performing Disbursement. Manual review requested.,Analyst checked Bank Statement and updated workflow to Rejected. Next step: close as duplicate.,2025-06-18
LO-2025-001105,2025-06-13,Servicing & Amendments,Home Loan,Sanction Review,Decisioning,Closed,Medium,Email,Retail Mass,North,Sanction Letter,POL-DOC-330,High,2957358.02,58,2,46.1,24,24,No,4,Yes,4,Signature Mismatch,Closed - Duplicate,KYC Exception,Email request raised for Home Loan. Team observed signature mismatch in Decisioning; case routed to Servicing & Amendments.,Ops reviewer tagged case as Medium due to signature mismatch. Suggested action: collect pending documents.,2025-06-14
LO-2025-001106,2025-02-22,Disbursement Control,Auto Loan,Disbursement,Closure,Approved,Low,Relationship Manager,Affluent,North,Bank Statement,POL-SLA-512,High,434008.10,51,6,72.3,22,30.9,Yes,0,No,4.3,Missing Document,Awaiting Customer Action,Income Assessment,Affluent borrower submitted Bank Statement; name mismatch noted while performing Disbursement. Manual review requested.,Branch follow-up completed. name mismatch remains open; refer to POL-SLA-512 before trigger manual credit review.,2025-02-24
LO-2025-001107,2025-03-31,Application Intake,Credit Card,Fraud Review,Post-Disbursement,Open,High,Web Portal,Affluent,West,Collateral Deed,POL-SERV-605,Low,86538.34,60,5,6.7,6,7.8,Yes,0,No,3.7,Signature Mismatch,Closed - Withdrawn,Collateral Review,Customer asked for rate revision for Credit Card; fraud suspicion flagged during Fraud Review. Collateral Deed review required under POL-SERV-605.,Ops reviewer tagged case as High due to fraud suspicion. Suggested action: re-run KYC screening.,
LO-2025-001108,2025-05-03,Credit Decision Support,Loan Against Property,Application Review,Fulfillment,Pending Documents,Medium,Relationship Manager,Affluent,North,Sanction Letter,POL-COMP-709,High,3235998.20,53,4,54.1,24,31.6,Yes,7,Yes,1.9,Signature Mismatch,Closed - Withdrawn,SLA Monitoring,Affluent borrower submitted Sanction Letter; system queue delay noted while performing Application Review. Manual review requested.,Branch follow-up completed. system queue delay remains open; refer to POL-COMP-709 before re-run KYC screening.,
LO-2025-001109,2025-07-03,Disbursement Control,Credit Card,Sanction Review,Fulfillment,Open,High,Branch,SME,North,Dispute Form,POL-SLA-512,High,55648.38,28,5,71.1,22,26.1,Yes,4,Yes,2,Customer Dispute,Closed - Duplicate,SLA Monitoring,Customer asked for rate revision for Credit Card; name mismatch flagged during Sanction Review. Dispute Form review required under POL-SLA-512.,Analyst checked Dispute Form and updated workflow to Open. Next step: collect pending documents.,
LO-2025-001110,2025-06-03,Credit Decision Support,Auto Loan,Collateral Check,Decisioning,In Review,Medium,Branch,Retail Mass,South,Exception Memo,POL-FRAUD-418,Moderate,858788.41,32,1,15.9,36,38.1,Yes,1,No,3.3,Name Mismatch,Escalated to Ops Manager,Sanction Conditions,Branch request raised for Auto Loan. Team observed duplicate request in Decisioning; case routed to Credit Decision Support.,Ops reviewer tagged case as Medium due to duplicate request. Suggested action: collect pending documents.,
LO-2025-001111,2025-05-04,Servicing & Amendments,Home Loan,Complaint Resolution,Approval,Rejected,High,Web Portal,Retail Mass,West,Bank Statement,POL-DOC-330,High,2563365.06,27,4,22.9,46,27,No,1,No,3.8,Missing Document,Escalated to Ops Manager,Complaint Handling,Web Portal request raised for Home Loan. Team observed AML alert in Approval; case routed to Servicing & Amendments.,Analyst checked Bank Statement and updated workflow to Rejected. Next step: collect pending documents.,2025-05-05
LO-2025-001112,2025-07-16,Servicing & Amendments,Home Loan,Sanction Review,Intake,In Review,Medium,Email,Affluent,East,Closure Request,POL-DOC-330,High,5133385.73,55,1,44.9,24,25.1,Yes,0,Yes,4,AML Trigger,Rejected - Policy,Disbursement Hold,Case originated via Email for Home Loan. address mismatch caused delay at Intake; refer POL-DOC-330.,Ops reviewer tagged case as Medium due to address mismatch. Suggested action: close as duplicate.,
LO-2025-001113,2025-09-26,Application Intake,Auto Loan,Collateral Check,Validation,Pending Documents,High,Relationship Manager,Retail Mass,South,Sanction Letter,POL-COMP-709,Moderate,1259024.50,38,3,33.6,34,43.7,Yes,0,No,3.9,Name Mismatch,Closed - Duplicate,Rate Revision,Customer raised repayment grievance for Auto Loan; fraud suspicion flagged during Collateral Check. Sanction Letter review required under POL-COMP-709.,Analyst checked Sanction Letter and updated workflow to Pending Documents. Next step: seek risk approval.,
LO-2025-001114,2025-10-05,Complaints & Exceptions,Auto Loan,Complaint Resolution,Approval,In Review,Low,Web Portal,Retail Mass,South,Bank Statement,POL-KYC-101,Severe,1080570.77,4,8,95.5,54,70.6,Yes,4,Yes,2.3,Collateral Valuation Gap,Closed - Duplicate,Income Assessment,Retail Mass borrower submitted Bank Statement; duplicate request noted while performing Complaint Resolution. Manual review requested.,Ops reviewer tagged case as Low due to duplicate request. Suggested action: seek risk approval.,
LO-2025-001115,2025-09-30,KYC & Document Validation,Auto Loan,Application Review,Decisioning,Closed,High,Relationship Manager,Corporate,North,Sanction Letter,POL-SLA-512,High,646934.80,71,1,62.5,22,29.9,Yes,5,Yes,3.8,Income Variance,Resolved - Manual Review,Complaint Handling,Relationship Manager request raised for Auto Loan. Team observed name mismatch in Decisioning; case routed to KYC & Document Validation.,Analyst checked Sanction Letter and updated workflow to Closed. Next step: complete disbursement check.,2025-10-01
LO-2025-001116,2025-08-09,Application Intake,SME Working Capital,Complaint Resolution,Validation,In Review,Medium,Branch,Affluent,North,KYC Pack,POL-KYC-101,High,4399575.02,31,6,65.7,48,49.5,Yes,3,Yes,2.1,Missing Document,Escalated to Ops Manager,KYC Exception,Branch request raised for SME Working Capital. Team observed missing bank statement in Validation; case routed to Application Intake.,Branch follow-up completed. missing bank statement remains open; refer to POL-KYC-101 before complete disbursement check.,
LO-2025-001117,2025-04-30,Application Intake,SME Working Capital,Disbursement,Decisioning,Approved,Low,Web Portal,Corporate,South,Sanction Letter,POL-KYC-101,High,8404259.62,47,2,31.5,22,28.7,Yes,2,Yes,4,Collateral Valuation Gap,Awaiting Customer Action,Rate Revision,Case originated via Web Portal for SME Working Capital. collateral valuation gap caused delay at Decisioning; refer POL-KYC-101.,Analyst checked Sanction Letter and updated workflow to Approved. Next step: close as duplicate.,2025-05-01
LO-2025-001118,2025-09-13,Credit Decision Support,Auto Loan,Sanction Review,Post-Disbursement,In Review,High,Branch,Retail Mass,East,Sanction Letter,POL-SERV-605,Severe,837235.06,35,1,90.9,22,21.9,No,5,Yes,3.7,Manual Override Needed,Rejected - Policy,Income Assessment,Case originated via Branch for Auto Loan. income variance caused delay at Post-Disbursement; refer POL-SERV-605.,Analyst checked Sanction Letter and updated workflow to In Review. Next step: re-run KYC screening.,
LO-2025-001119,2025-03-21,Disbursement Control,SME Working Capital,EMI Restructuring,Intake,Open,Medium,Mobile App,SME,East,Exception Memo,POL-SLA-512,Moderate,2282325.16,42,1,21,30,12.8,No,0,No,5,Missing Document,Closed - Withdrawn,Closure & NOC,Customer requested sanction clarification for SME Working Capital; income variance flagged during EMI Restructuring. Exception Memo review required under POL-SLA-512.,Analyst checked Exception Memo and updated workflow to Open. Next step: complete disbursement check.,
LO-2025-001120,2025-10-27,Disbursement Control,SME Working Capital,Closure Request,Intake,Rejected,Medium,Web Portal,Retail Mass,South,Bank Statement,POL-CREDIT-214,High,8135923.09,26,7,58.2,20,34.3,Yes,2,Yes,1.4,Signature Mismatch,Closed - Duplicate,Fraud Escalation,Case originated via Web Portal for SME Working Capital. income variance caused delay at Intake; refer POL-CREDIT-214.,Branch follow-up completed. income variance remains open; refer to POL-CREDIT-214 before re-run KYC screening.,2025-10-28
LO-2025-001121,2025-05-05,Credit Decision Support,Home Loan,KYC Verification,Validation,Pending Documents,Medium,Branch,Retail Mass,South,Exception Memo,POL-COMP-709,High,4489349.98,27,2,42.9,12,12.1,Yes,6,Yes,2.8,System Queue Delay,Closed - Duplicate,Sanction Conditions,Branch request raised for Home Loan. Team observed address mismatch in Validation; case routed to Credit Decision Support.,Exception memo logged. Customer segment Retail Mass; resolution path is re-run KYC screening.,
LO-2025-001122,2025-09-26,KYC & Document Validation,Auto Loan,Closure Request,Post-Disbursement,Approved,Medium,Web Portal,Affluent,West,Dispute Form,POL-DOC-330,Moderate,1231142.97,46,2,37.3,20,9.8,No,0,Yes,4.7,Manual Override Needed,Awaiting Customer Action,Income Assessment,Customer raised repayment grievance for Auto Loan; signature mismatch flagged during Closure Request. Dispute Form review required under POL-DOC-330.,Analyst checked Dispute Form and updated workflow to Approved. Next step: complete disbursement check.,2025-09-26
LO-2025-001123,2025-04-23,Credit Decision Support,Home Loan,Sanction Review,Validation,In Review,High,Branch,SME,North,Bank Statement,POL-FRAUD-418,High,8757495.14,56,3,60.8,22,14.2,No,0,No,4.4,Income Variance,Closed - Duplicate,Disbursement Hold,SME borrower submitted Bank Statement; signature mismatch noted while performing Sanction Review. Manual review requested.,Exception memo logged. Customer segment SME; resolution path is re-run KYC screening.,
